Well,Omit,Sample,Target,Dye,Task,Cq,Quantity,plate_id,well_id,is_primary_value,is_dilution,inhibition_testing,LoD_testing,note,inhib_dCt2,,,,,,,,,,
C3,FALSE,10,N1 IVT man,FAM,Standard,36.52604,10,80,80_C3,N,N,N,,,,,,,,,,,,,
B1,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,97,97_B1,Y,N,N,Y,,,,,,,,,,,,
B2,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,97,97_B2,Y,N,N,Y,,,,,,,,,,,,
B3,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,97,97_B3,Y,N,N,Y,,,,,,,,,,,,
D8,FALSE,10x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,32.99998871,10.02410063,102,102_D8,N,Y,N,,,,,,,,,,,,,
C7,FALSE,5x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,33.00093259,10.04976104,102,102_C7,N,Y,N,,,,,,,,,,,,,
B1,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,102,102_B1,Y,N,N,Y,,,,,,,,,,,,
C12,FALSE,5x_ C_S68_081120_4,N1 Twist man,FAM,Unknown,35.63458961,10.08306972,96,96_C12,N,Y,N,,,,,,,,,,,,,
B2,FALSE,0.3125,N1 Twist man,FAM,Standard,37.80963353,0.3125,102,102_B2,Y,N,N,Y,,,,,,,,,,,,
B3,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,102,102_B3,Y,N,N,Y,,,,,,,,,,,,
C10,FALSE,5x_ C_S68_081120_4,N1 Twist man,FAM,Unknown,35.59091091,10.38591442,96,96_C10,N,Y,N,,,,,,,,,,,,,
G7,FALSE,5x_E_Inf_070520_1,N1 Twist man,FAM,Unknown,35.57839445,10.47436167,96,96_G7,N,Y,N,,,,,,,,,,,,,
A6,FALSE,1x_C_N49_090120_4,N1 Twist man,FAM,Unknown,35.81379942,10.59940465,100,100_A6,N,Y,N,,,,,,,,,,,,,
H10,FALSE,10x_C_ADA_063020_3,N1 Twist man,FAM,Unknown,35.54067568,10.74548177,96,96_H10,N,Y,N,,,,,,,,,,,,,
B1,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,109,109_B1,Y,N,N,Y,adrian,,,,,,,,,,,
F6,FALSE,2x_C_S68_060220_1,N1 Twist man,FAM,Unknown,35.75613172,11.01443998,100,100_F6,N,N,N,,,,,,,,,,,,,
D11,FALSE,J_UCV_081320_1,Xeno IPC man,VIC,Unknown,30.684175,11.020953,80,80_D11,N,N,N,,,,,,,,,,,,,
B2,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,109,109_B2,Y,N,N,Y,adrian,,,,,,,,,,,
B3,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,109,109_B3,Y,N,N,Y,adrian,,,,,,,,,,,
H7,FALSE,10x_C_S68_071420_1,N1 Twist man,FAM,Unknown,35.7100471,11.3577642,100,100_H7,N,Y,N,,,,,,,,,,,,,
E10,FALSE,J_UCV_082020_1,N1 IVT man,FAM,Unknown,35.70258,11.742933,80,80_E10,N,N,N,,,,,,,,,,,,,
B7,FALSE,2x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,33.06626441,11.99520452,102,102_B7,N,Y,N,,,,,,,,,,,,,
B1,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,110,110_B1,Y,N,N,Y,adrian,,,,,,,,,,,
B10,FALSE,2x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.14139887,12.31547891,96,96_B10,N,Y,N,,,,,,,,,,,,,
B2,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,110,110_B2,Y,N,N,Y,adrian,,,,,,,,,,,
B3,FALSE,0.3125,N1 Twist man,FAM,Standard,Undetermined,0.3125,110,110_B3,Y,N,N,Y,adrian,,,,,,,,,,,
D12,FALSE,B_SD2_003_4,N1 IVT man,FAM,Unknown,34.515423,12.348336,78,78_D12,N,N,N,,,,,,,,,,,,,
G4,FALSE,5x_C_S68_071420_1,N1 Twist man,FAM,Unknown,35.33373279,12.36279083,96,96_G4,N,Y,N,,,,,,,,,,,,,
C9,FALSE,5x_ C_S68_063020_1,N1 Twist man,FAM,Unknown,35.31071897,12.55706325,96,96_C9,N,Y,N,,,,,,,,,,,,,
D9,FALSE,10x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,33.08364753,12.57349413,102,102_D9,N,Y,N,,,,,,,,,,,,,
F8,FALSE,2x_E_Inf_070520_1,N1 Twist man,FAM,Unknown,35.24415191,13.13634944,96,96_F8,N,Y,N,,,,,,,,,,,,,
G6,FALSE,C_S68_060920_1,N1 Twist man,FAM,Unknown,35.485022,13.674243,92,92_G6,N,N,N,,,,,,,,,,,,,
G4,FALSE,C_S68_060920_1,N1 Twist man,FAM,Unknown,35.474699,13.7673239,92,92_G4,N,N,N,,,,,,,,,,,,,
D10,FALSE,B_SD2_003_4,N1 IVT man,FAM,Unknown,34.33027,13.921617,78,78_D10,N,N,N,,,,,,,,,,,,,
H8,FALSE,10x_C_S68_071420_1,N1 Twist man,FAM,Unknown,35.39719661,13.98903999,100,100_H8,N,Y,N,,,,,,,,,,,,,
E8,FALSE,1x_E_Inf_070520_1,N1 Twist man,FAM,Unknown,35.06017209,14.88019747,96,96_E8,N,Y,N,,,,,,,,,,,,,
F5,FALSE,2x_C_S68_071420_1,N1 Twist man,FAM,Unknown,35.04958253,14.98733982,96,96_F5,N,Y,N,,,,,,,,,,,,,
B7,FALSE,2x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.21026062,15.67242631,96,96_B7,N,Y,N,,,,,,,,,,,,,
H10,FALSE,10x_C_ADA_090920_4,N1 Twist man,FAM,Unknown,35.16707774,16.30617304,100,100_H10,N,Y,N,,,,,,,,,,,,,
C1,FALSE,0.625,N1 Twist man,FAM,Standard,Undetermined,0.625,97,97_C1,Y,N,N,Y,,,,,,,,,,,,
C2,FALSE,0.625,N1 Twist man,FAM,Standard,Undetermined,0.625,97,97_C2,Y,N,N,Y,,,,,,,,,,,,
C3,FALSE,0.625,N1 Twist man,FAM,Standard,Undetermined,0.625,97,97_C3,Y,N,N,Y,,,,,,,,,,,,
C4,FALSE,C_ADA_090920_4,N1 Twist man,FAM,Unknown,35.67824162,16.35919469,99,99_C4,N,N,N,,,,,,,,,,,,,
C4,FALSE,5x_C_N49_081120_4,N1 Twist man,FAM,Unknown,34.87811527,16.83359511,96,96_C4,N,Y,N,,,,,,,,,,,,,
E7,FALSE,1x_E_Inf_070520_1,N1 Twist man,FAM,Unknown,34.87761318,16.83932232,96,96_E7,N,Y,N,,,,,,,,,,,,,
C5,FALSE,5x_C_N49_081120_4,N1 Twist man,FAM,Unknown,34.86759914,16.95395903,96,96_C5,N,Y,N,,,,,,,,,,,,,
F10,FALSE,2x_C_ADA_063020_3,N1 Twist man,FAM,Unknown,34.85879602,17.05537803,96,96_F10,N,Y,N,,,,,,,,,,,,,
C10,FALSE,5x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.23873318,17.31493077,96,96_C10,N,Y,N,,,,,,,,,,,,,
B6,FALSE,2x_E_INF_090820_4,N1 Twist man,FAM,Unknown,35.91650699,17.37237216,101,101_B6,N,Y,N,,,,,,,,,,,,,
C6,FALSE,C_ADA_090920_4,N1 Twist man,FAM,Unknown,35.58186998,17.42924575,99,99_C6,N,N,N,,,,,,,,,,,,,
B9,FALSE,2x_ C_S68_063020_1,N1 Twist man,FAM,Unknown,34.82014538,17.50789233,96,96_B9,N,Y,N,,,,,,,,,,,,,
H9,FALSE,10x_C_S68_071420_1,Xeno IPC man,VIC,Unknown,32.5298807,18.30130659,100,100_H9,N,Y,N,,,,,,,,,,,,,
D7,FALSE,10x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,33.22816928,18.59780002,102,102_D7,N,Y,N,,,,,,,,,,,,,
E12,FALSE,J_UCV_082020_1,N1 IVT man,FAM,Unknown,34.94186,18.715578,80,80_E12,N,N,N,,,,,,,,,,,,,
C11,FALSE,5x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.26461616,18.9569541,96,96_C11,N,Y,N,,,,,,,,,,,,,
E12,FALSE,1x_C_ADA_090920_4,N1 Twist man,FAM,Unknown,34.93111047,19.08129683,100,100_E12,N,Y,N,,,,,,,,,,,,,
C1,FALSE,20,Xeno IPC man,VIC,Standard,31.451826,20,78,78_C1,N,N,N,,,,,,,,,,,,,
C1,FALSE,20,N1 IVT man,FAM,Standard,33.610535,20,78,78_C1,N,N,N,,,,,,,,,,,,,
C2,FALSE,20,N1 IVT man,FAM,Standard,33.26892,20,78,78_C2,N,N,N,,,,,,,,,,,,,
C2,FALSE,20,Xeno IPC man,VIC,Standard,31.711887,20,78,78_C2,N,N,N,,,,,,,,,,,,,
C3,FALSE,20,N1 IVT man,FAM,Standard,34.25902,20,78,78_C3,N,N,N,,,,,,,,,,,,,
C3,FALSE,20,Xeno IPC man,VIC,Standard,31.657784,20,78,78_C3,N,N,N,,,,,,,,,,,,,
D1,FALSE,20,Xeno IPC man,VIC,Standard,30.620577,20,80,80_D1,N,N,N,,,,,,,,,,,,,
D1,FALSE,20,N1 IVT man,FAM,Standard,35.095825,20,80,80_D1,N,N,N,,,,,,,,,,,,,
D2,FALSE,20,Xeno IPC man,VIC,Standard,30.78754,20,80,80_D2,N,N,N,,,,,,,,,,,,,
D2,FALSE,20,N1 IVT man,FAM,Standard,35.410183,20,80,80_D2,N,N,N,,,,,,,,,,,,,
D3,FALSE,20,Xeno IPC man,VIC,Standard,30.73151,20,80,80_D3,N,N,N,,,,,,,,,,,,,
D3,FALSE,20,N1 IVT man,FAM,Standard,34.159847,20,80,80_D3,N,N,N,,,,,,,,,,,,,
D11,FALSE,B_SD2_003_4,N1 IVT man,FAM,Unknown,33.76848,20.0315,78,78_D11,N,N,N,,,,,,,,,,,,,
B9,FALSE,2x_ C_S68_060920_1,Xeno IPC man,VIC,Unknown,32.55587485,20.25780126,100,100_B9,N,Y,N,,,,,,,,,,,,,
B7,FALSE,2x_ C_S68_060920_1,Xeno IPC man,VIC,Unknown,32.55618646,20.28248131,100,100_B7,N,Y,N,,,,,,,,,,,,,
F4,FALSE,C_S68_060220_1,N1 Twist man,FAM,Unknown,34.8389194,20.907584,92,92_F4,N,N,N,,,,,,,,,,,,,
C9,FALSE,5x_ C_S68_060920_1,Xeno IPC man,VIC,Unknown,32.56614654,21.08738091,100,100_C9,N,Y,N,,,,,,,,,,,,,
D11,FALSE,J_UCV_081320_1,N1 IVT man,FAM,Unknown,34.72078,21.430515,80,80_D11,N,N,N,,,,,,,,,,,,,
F4,FALSE,2x_C_S68_060220_1,N1 Twist man,FAM,Unknown,34.75613509,21.43982465,100,100_F4,N,N,N,,,,,,,,,,,,,
F12,FALSE,2x_C_ADA_063020_3,N1 Twist man,FAM,Unknown,34.5201377,21.45397489,96,96_F12,N,Y,N,,,,,,,,,,,,,
A12,FALSE,1x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.30123031,21.54914702,96,96_A12,N,Y,N,,,,,,,,,,,,,
F6,FALSE,C_S68_060220_1,N1 Twist man,FAM,Unknown,34.7879095,21.6203291,92,92_F6,N,N,N,,,,,,,,,,,,,
F6,FALSE,2x_C_S68_071420_1,N1 Twist man,FAM,Unknown,34.44698505,22.54405919,96,96_F6,N,Y,N,,,,,,,,,,,,,
H12,FALSE,J_UCV_091020_1,Xeno IPC man,VIC,Unknown,30.598011,22.942421,80,80_H12,N,N,N,,,,,,,,,,,,,
F12,FALSE,J_UCV_082720_2,N1 IVT man,FAM,Unknown,34.575077,23.431704,80,80_F12,N,N,N,,,,,,,,,,,,,
C8,FALSE,5x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,33.31423279,23.4801489,102,102_C8,N,Y,N,,,,,,,,,,,,,
B11,FALSE,2x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.3287279,23.72643234,96,96_B11,N,Y,N,,,,,,,,,,,,,
E5,FALSE,C_N49_080420_3,N1 Twist man,FAM,Unknown,35.10991165,23.77033357,99,99_E5,N,N,N,,,,,,,,,,,,,
F11,FALSE,J_UCV_082720_2,N1 IVT man,FAM,Unknown,34.53578,24.00271,80,80_F11,N,N,N,,,,,,,,,,,,,
F11,FALSE,2x_C_ADA_063020_3,N1 Twist man,FAM,Unknown,34.35203146,24.04203065,96,96_F11,N,Y,N,,,,,,,,,,,,,
G7,FALSE,5x_C_S68_071420_1,N1 Twist man,FAM,Unknown,34.57104619,24.25269495,100,100_G7,N,Y,N,,,,,,,,,,,,,
E6,FALSE,C_N49_080420_3,N1 Twist man,FAM,Unknown,35.07885376,24.26068908,99,99_E6,N,N,N,,,,,,,,,,,,,
E11,FALSE,J_UCV_082020_1,N1 IVT man,FAM,Unknown,34.4848,24.764349,80,80_E11,N,N,N,,,,,,,,,,,,,
B7,FALSE,2x_ C_S68_063020_1,N1 Twist man,FAM,Unknown,34.3040852,24.83583678,96,96_B7,N,Y,N,,,,,,,,,,,,,
D11,FALSE,10x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.34673533,25.27014161,96,96_D11,N,Y,N,,,,,,,,,,,,,
D10,FALSE,J_UCV_081320_1,N1 IVT man,FAM,Unknown,34.411938,25.89495,80,80_D10,N,N,N,,,,,,,,,,,,,
B8,FALSE,2x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,33.364585,26.91111975,102,102_B8,N,Y,N,,,,,,,,,,,,,
B8,FALSE,2x_ C_S68_060920_1,N1 Twist man,FAM,Unknown,34.40160835,27.15010775,100,100_B8,N,Y,N,,,,,,,,,,,,,
A11,FALSE,1x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.36788131,27.21160735,96,96_A11,N,Y,N,,,,,,,,,,,,,
G8,FALSE,5x_C_S68_071420_1,N1 Twist man,FAM,Unknown,34.35488089,28.00837635,100,100_G8,N,Y,N,,,,,,,,,,,,,
A11,FALSE,1x_C_S68_081120_4,N1 Twist man,FAM,Unknown,34.05141882,29.47291221,96,96_A11,N,N,N,,,,,,,,,,,,,
B10,FALSE,2x_ C_S68_081120_4,N1 Twist man,FAM,Unknown,34.04152813,29.67107456,96,96_B10,N,Y,N,,,,,,,,,,,,,
B12,FALSE,2x_ C_S68_081120_4,N1 Twist man,FAM,Unknown,34.02381131,30.02937217,96,96_B12,N,Y,N,,,,,,,,,,,,,
C12,FALSE,5x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.39891045,30.33369218,96,96_C12,N,Y,N,,,,,,,,,,,,,
E10,FALSE,1x_C_ADA_063020_3,N1 Twist man,FAM,Unknown,34.00013225,30.5150124,96,96_E10,N,Y,N,,,,,,,,,,,,,
G11,FALSE,5x_C_ADA_063020_3,Xeno IPC man,VIC,Unknown,32.40252953,30.72041464,96,96_G11,N,Y,N,,,,,,,,,,,,,
B11,FALSE,2x_ C_S68_081120_4,N1 Twist man,FAM,Unknown,33.97083646,31.12673066,96,96_B11,N,Y,N,,,,,,,,,,,,,
F9,FALSE,2x_C_S68_071420_1,N1 Twist man,FAM,Unknown,34.19494406,31.15668374,100,100_F9,N,Y,N,,,,,,,,,,,,,
E12,FALSE,1x_C_ADA_063020_3,N1 Twist man,FAM,Unknown,33.95933236,31.3702848,96,96_E12,N,Y,N,,,,,,,,,,,,,
H10,FALSE,10x_C_ADA_090920_4,Xeno IPC man,VIC,Unknown,32.6697155,31.60616188,100,100_H10,N,Y,N,,,,,,,,,,,,,
F4,FALSE,2x_C_S68_071420_1,N1 Twist man,FAM,Unknown,33.92383657,32.13384546,96,96_F4,N,Y,N,,,,,,,,,,,,,
B9,FALSE,2x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.41622694,32.22924491,96,96_B9,N,Y,N,,,,,,,,,,,,,
C9,FALSE,5x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,33.43371565,32.45281533,102,102_C9,N,Y,N,,,,,,,,,,,,,
C5,FALSE,5x_E_INF_090820_4,Xeno IPC man,VIC,Unknown,32.19173514,32.92153186,101,101_C5,N,Y,N,,,,,,,,,,,,,
D12,FALSE,10x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.42251908,32.94697635,96,96_D12,N,Y,N,,,,,,,,,,,,,
A7,FALSE,1x_C_S68_063020_1,N1 Twist man,FAM,Unknown,33.87135844,33.29689999,96,96_A7,N,N,N,,,,,,,,,,,,,
B12,FALSE,2x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.4313137,33.97702263,96,96_B12,N,Y,N,,,,,,,,,,,,,
F8,FALSE,C_S68_071420_1,N1 Twist man,FAM,Unknown,34.0895702,34.2114437,92,92_F8,N,N,N,,,,,,,,,,,,,
F7,FALSE,2x_C_S68_071420_1,N1 Twist man,FAM,Unknown,34.02379515,34.91867233,100,100_F7,N,Y,N,,,,,,,,,,,,,
H4,FALSE,10x_C_S68_071420_1,Xeno IPC man,VIC,Unknown,32.44302446,35.39877477,96,96_H4,N,Y,N,,,,,,,,,,,,,
B9,FALSE,2x_E_Inf_060720_3,Xeno IPC man,VIC,Unknown,33.46678167,35.49351447,102,102_B9,N,Y,N,,,,,,,,,,,,,
A9,FALSE,1x_C_S68_063020_1,N1 Twist man,FAM,Unknown,33.77384045,35.57110688,96,96_A9,N,N,N,,,,,,,,,,,,,
H4,FALSE,10x_C_S68_060220_1,Xeno IPC man,VIC,Unknown,32.71491598,37.71149453,100,100_H4,N,N,N,,,,,,,,,,,,,
A10,FALSE,1x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.46834648,38.67971287,96,96_A10,N,Y,N,,,,,,,,,,,,,
C9,FALSE,5x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.46952561,38.83969238,96,96_C9,N,Y,N,,,,,,,,,,,,,
D4,FALSE,10x_E_INF_090820_4,Xeno IPC man,VIC,Unknown,32.22856035,39.08634036,101,101_D4,N,Y,N,,,,,,,,,,,,,
C7,FALSE,5x_ C_S68_060920_1,Xeno IPC man,VIC,Unknown,32.72668395,39.4860018,100,100_C7,N,Y,N,,,,,,,,,,,,,
C4,FALSE,5x_C_N49_081120_4,Xeno IPC man,VIC,Unknown,32.47477286,39.55967767,96,96_C4,N,Y,N,,,,,,,,,,,,,
H6,FALSE,10x_C_S68_071420_1,Xeno IPC man,VIC,Unknown,32.47790832,39.99625541,96,96_H6,N,Y,N,,,,,,,,,,,,,
A12,FALSE,1x_C_S68_081120_4,N1 Twist man,FAM,Unknown,33.59550087,40.13948574,96,96_A12,N,N,N,,,,,,,,,,,,,
E4,FALSE,C_N49_080420_3,N1 Twist man,FAM,Unknown,34.31116764,40.18814695,99,99_E4,N,N,N,,,,,,,,,,,,,
F8,FALSE,2x_C_S68_071420_1,N1 Twist man,FAM,Unknown,33.80825729,40.30919801,100,100_F8,N,Y,N,,,,,,,,,,,,,
H5,FALSE,10x_C_S68_071420_1,Xeno IPC man,VIC,Unknown,32.4812976,40.47359471,96,96_H5,N,Y,N,,,,,,,,,,,,,
G4,FALSE,5x_C_S68_060220_1,Xeno IPC man,VIC,Unknown,32.73575122,40.91001643,100,100_G4,N,N,N,,,,,,,,,,,,,
A8,FALSE,1x_C_S68_063020_1,N1 Twist man,FAM,Unknown,33.47041164,43.68958393,96,96_A8,N,N,N,,,,,,,,,,,,,
D9,FALSE,10x_ C_S68_060920_1,Xeno IPC man,VIC,Unknown,32.75450662,44.02062827,100,100_D9,N,Y,N,,,,,,,,,,,,,
D8,FALSE,10x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.5060567,44.13783546,96,96_D8,N,Y,N,,,,,,,,,,,,,
C7,FALSE,5x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.51323951,45.26166023,96,96_C7,N,Y,N,,,,,,,,,,,,,
D4,FALSE,10x_C_N49_090120_4,Xeno IPC man,VIC,Unknown,32.76658818,46.1485207,100,100_D4,N,Y,N,,,,,,,,,,,,,
A10,FALSE,1x_C_S68_081120_4,N1 Twist man,FAM,Unknown,33.38798759,46.19875395,96,96_A10,N,N,N,,,,,,,,,,,,,
H8,FALSE,10x_E_Inf_070520_1,Xeno IPC man,VIC,Unknown,32.51964336,46.2877144,96,96_H8,N,Y,N,,,,,,,,,,,,,
D6,FALSE,10x_C_N49_090120_4,Xeno IPC man,VIC,Unknown,32.77144453,47.0325652,100,100_D6,N,Y,N,,,,,,,,,,,,,
A9,FALSE,1x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.52891972,47.81540401,96,96_A9,N,Y,N,,,,,,,,,,,,,
F7,FALSE,C_S68_071420_1,N1 Twist man,FAM,Unknown,33.5702086,48.1281862,92,92_F7,N,N,N,,,,,,,,,,,,,
H5,FALSE,10x_C_S68_060220_1,Xeno IPC man,VIC,Unknown,32.7876137,50.09986866,100,100_H5,N,N,N,,,,,,,,,,,,,
H7,FALSE,10x_E_Inf_070520_1,Xeno IPC man,VIC,Unknown,32.55084679,51.6299589,96,96_H7,N,Y,N,,,,,,,,,,,,,
H8,FALSE,B_SR_090120_4,N1 IVT man,FAM,Unknown,32.28174,52.4702,78,78_H8,N,N,N,,,,,,,,,,,,,
E11,FALSE,1x_C_ADA_063020_3,N1 Twist man,FAM,Unknown,33.15353452,54.15211859,96,96_E11,N,Y,N,,,,,,,,,,,,,
H9,FALSE,10x_E_Inf_070520_1,Xeno IPC man,VIC,Unknown,32.5657839,54.40132252,96,96_H9,N,Y,N,,,,,,,,,,,,,
E9,FALSE,1x_C_S68_071420_1,N1 Twist man,FAM,Unknown,33.35430513,54.5398902,100,100_E9,N,Y,N,,,,,,,,,,,,,
D12,FALSE,J_UCV_081320_1,N1 IVT man,FAM,Unknown,33.16613,55.55501,80,80_D12,N,N,N,,,,,,,,,,,,,
D9,FALSE,10x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.5783506,56.84779053,96,96_D9,N,Y,N,,,,,,,,,,,,,
H9,FALSE,B_SR_090120_4,N1 IVT man,FAM,Unknown,32.154858,56.964264,78,78_H9,N,N,N,,,,,,,,,,,,,
H6,FALSE,10x_C_S68_060220_1,Xeno IPC man,VIC,Unknown,32.82445235,57.85609814,100,100_H6,N,N,N,,,,,,,,,,,,,
C5,FALSE,5x_C_N49_081120_4,Xeno IPC man,VIC,Unknown,32.59112562,59.44761283,96,96_C5,N,Y,N,,,,,,,,,,,,,
C5,FALSE,5x_C_N49_090120_4,Xeno IPC man,VIC,Unknown,32.8319399,59.5737554,100,100_C5,N,Y,N,,,,,,,,,,,,,
E8,FALSE,1x_C_S68_071420_1,N1 Twist man,FAM,Unknown,33.16863729,61.71923022,100,100_E8,N,Y,N,,,,,,,,,,,,,
A8,FALSE,1x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.6019207,61.73696874,96,96_A8,N,Y,N,,,,,,,,,,,,,
A5,FALSE,1x_C_N49_081120_4,N1 Twist man,FAM,Unknown,32.92833273,63.07809367,96,96_A5,N,Y,N,,,,,,,,,,,,,
F7,FALSE,B_SR_081120_4,N1 IVT man,FAM,Unknown,31.978668,63.850178,78,78_F7,N,N,N,,,,,,,,,,,,,
B12,FALSE,B_SR_082520_4,N1 IVT man,FAM,Unknown,31.978174,63.87061,78,78_B12,N,N,N,,,,,,,,,,,,,
B7,FALSE,B_SQ_082520_4,Xeno IPC man,VIC,Unknown,31.36474,64.482994,78,78_B7,N,N,N,,,,,,,,,,,,,
H7,FALSE,B_SR_090120_4,N1 IVT man,FAM,Unknown,31.924444,66.13244,78,78_H7,N,N,N,,,,,,,,,,,,,
A9,FALSE,B_SQ_081820_4,Xeno IPC man,VIC,Unknown,31.390392,67.21177,78,78_A9,N,N,N,,,,,,,,,,,,,
C4,FALSE,B_SQ_070120_4,Xeno IPC man,VIC,Unknown,31.394838,67.69633,78,78_C4,N,N,N,,,,,,,,,,,,,
D4,FALSE,10x_C_N49_081120_4,Xeno IPC man,VIC,Unknown,32.63335875,68.91885072,96,96_D4,N,Y,N,,,,,,,,,,,,,
F9,FALSE,C_S68_071420_1,N1 Twist man,FAM,Unknown,33.0225407,68.9773237,92,92_F9,N,N,N,,,,,,,,,,,,,
H4,FALSE,10x_E_INF_091420_4,Xeno IPC man,VIC,Unknown,32.35059511,69.03334621,101,101_H4,N,Y,N,,,,,,,,,,,,,
B11,FALSE,B_SR_082520_4,N1 IVT man,FAM,Unknown,31.822533,70.644905,78,78_B11,N,N,N,,,,,,,,,,,,,
F8,FALSE,B_SR_081120_4,N1 IVT man,FAM,Unknown,31.817389,70.88067,78,78_F8,N,N,N,,,,,,,,,,,,,
C12,FALSE,control_PBS_B7_1,Xeno IPC man,VIC,Unknown,31.42429,70.995575,78,78_C12,N,N,N,,,,,,,,,,,,,
A6,FALSE,1x_C_N49_081120_4,N1 Twist man,FAM,Unknown,32.74904638,71.22485276,96,96_A6,N,Y,N,,,,,,,,,,,,,
C6,FALSE,B_SQ_070120_4,Xeno IPC man,VIC,Unknown,31.430676,71.73188,78,78_C6,N,N,N,,,,,,,,,,,,,
G7,FALSE,5x_C_S68_071420_1,Xeno IPC man,VIC,Unknown,32.8816294,72.33933633,100,100_G7,N,Y,N,,,,,,,,,,,,,
H12,FALSE,10x_C_ADA_063020_3,Xeno IPC man,VIC,Unknown,32.64816527,72.58504903,96,96_H12,N,Y,N,,,,,,,,,,,,,
A7,FALSE,1x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.64858933,72.69287271,96,96_A7,N,Y,N,,,,,,,,,,,,,
A4,FALSE,1x_C_N49_081120_4,N1 Twist man,FAM,Unknown,32.69691774,73.78529692,96,96_A4,N,Y,N,,,,,,,,,,,,,
E7,FALSE,1x_C_S68_071420_1,N1 Twist man,FAM,Unknown,32.89526872,74.04488013,100,100_E7,N,Y,N,,,,,,,,,,,,,
H12,FALSE,10x_C_ADA_090920_4,Xeno IPC man,VIC,Unknown,32.88845049,74.29325901,100,100_H12,N,Y,N,,,,,,,,,,,,,
D10,FALSE,10x_ C_S68_081120_4,Xeno IPC man,VIC,Unknown,32.65839233,75.23060266,96,96_D10,N,Y,N,,,,,,,,,,,,,
A2,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,87,87_A2,Y,N,N,,,,,,,,,,,,,
B4,FALSE,B_Inf_070820_4,N1 IVT man,FAM,Unknown,31.714909,75.745,78,78_B4,N,N,N,,,,,,,,,,,,,
C6,FALSE,5x_C_N49_081120_4,Xeno IPC man,VIC,Unknown,32.66596226,77.25071248,96,96_C6,N,Y,N,,,,,,,,,,,,,
G5,FALSE,5x_C_S68_060220_1,Xeno IPC man,VIC,Unknown,32.89871315,77.33292255,100,100_G5,N,N,N,,,,,,,,,,,,,
G7,FALSE,5x_E_Inf_070520_1,Xeno IPC man,VIC,Unknown,32.67061786,78.51995264,96,96_G7,N,Y,N,,,,,,,,,,,,,
D7,FALSE,10x_ C_S68_063020_1,Xeno IPC man,VIC,Unknown,32.67463189,79.63101218,96,96_D7,N,Y,N,,,,,,,,,,,,,
G5,FALSE,5x_C_S68_071420_1,Xeno IPC man,VIC,Unknown,32.675093,79.75964557,96,96_G5,N,Y,N,,,,,,,,,,,,,
A6,FALSE,B_Inf_070120_4,N1 IVT man,FAM,Unknown,31.624636,80.305725,78,78_A6,N,N,N,,,,,,,,,,,,,
H11,FALSE,10x_C_ADA_090920_4,Xeno IPC man,VIC,Unknown,32.90912789,80.54479518,100,100_H11,N,Y,N,,,,,,,,,,,,,
D8,FALSE,10x_ C_S68_060920_1,Xeno IPC man,VIC,Unknown,32.91141609,81.26815356,100,100_D8,N,Y,N,,,,,,,,,,,,,
